Counter,coll.date,count.date,block,row.no,plant.no,total.berries,berry.no,mass,brix,big.seeds,med.seeds,lil.seeds,notes,total.seeds,big.med.seeds,percent.big.seeds,percent.big.med.seeds,percent.unfertilized
Erin/Ryan,7/17/2019,4/10/2019,E,1,248,4,1,1.4616,14,13,67,4,"200+ brown, shriveled, soft, granuels",84,80,0.154761905,0.952380952,0.047619048
Erin/Ryan,7/17/2019,4/10/2019,E,1,248,4,2,2.5088,16,22,40,10,Smaller granuels,72,62,0.305555556,0.861111111,0.138888889
Erin/Ryan,7/17/2019,4/10/2019,E,1,248,4,3,1.8408,16,31,44,3,Granuels,78,75,0.397435897,0.961538462,0.038461538
Erin/Ryan,7/17/2019,4/10/2019,E,1,248,4,4,1.7209,10,34,28,11,Granuels,73,62,0.465753425,0.849315068,0.150684932
Laney,7/17/2018,4/1/2019,E,2,136,6,1,1.5066,14,66,25,13,,104,91,0.634615385,0.875,0.125
Laney,7/17/2018,4/1/2019,E,2,136,6,2,1.7283,19,55,43,13,,111,98,0.495495495,0.882882883,0.117117117
Laney,7/17/2018,4/1/2019,E,2,136,6,3,1.2417,17,47,18,9,,74,65,0.635135135,0.878378378,0.121621622
Laney,7/17/2018,4/1/2019,E,2,136,6,4,1.578,12,45,69,39,,153,114,0.294117647,0.745098039,0.254901961
Laney,7/17/2018,4/1/2019,E,2,136,6,5,1.0934,17,35,57,20,,112,92,0.3125,0.821428571,0.178571429
Laney,7/17/2018,4/15/2019,E,1,327,3,1,1.9893,15,56,21,6,,83,77,0.674698795,0.927710843,0.072289157
Laney,7/17/2018,4/15/2019,E,1,327,3,2,1.8941,15,47,38,9,,94,85,0.5,0.904255319,0.095744681
Laney,7/17/2018,4/15/2019,E,1,327,3,3,1.4448,13,55,22,10,,87,77,0.632183908,0.885057471,0.114942529
Laney,7/17/2018,4/15/2019,E,3,301,2,1,1.8355,18,34,32,7,,73,66,0.465753425,0.904109589,0.095890411
Laney,7/17/2018,4/15/2019,E,3,301,2,2,1.8121,15,63,40,8,,111,103,0.567567568,0.927927928,0.072072072
Laney/Ryan,7/17/2018,4/4/2019,E,3,289,7,1,1.2504,13,58,24,10,,92,82,0.630434783,0.891304348,0.108695652
Laney/Ryan,7/17/2018,4/4/2019,E,3,289,7,2,1.506,12,56,19,12,,87,75,0.643678161,0.862068966,0.137931034
Laney/Ryan,7/17/2018,4/4/2019,E,3,289,7,3,1.2498,18,55,16,13,,84,71,0.654761905,0.845238095,0.154761905
Laney/Ryan,7/17/2018,4/4/2019,E,3,289,7,4,1.3507,20,46,35,11,,92,81,0.5,0.880434783,0.119565217
Laney/Ryan,7/17/2018,4/4/2019,E,3,289,7,5,1.0741,16,36,41,6,,83,77,0.43373494,0.927710843,0.072289157
Laney/Ryan,7/17/2018,4/4/2019,E,2,188,6,1,1.7982,17,39,32,18,,89,71,0.438202247,0.797752809,0.202247191
Laney/Ryan,7/17/2018,4/4/2019,E,2,188,6,2,1.6001,15,50,8,27,,85,58,0.588235294,0.682352941,0.317647059
Laney/Ryan,7/17/2018,4/4/2019,E,2,188,6,3,2.0411,17,52,17,15,,84,69,0.619047619,0.821428571,0.178571429
Laney/Ryan,7/17/2018,4/4/2019,E,2,188,6,4,1.3983,16,52,15,14,,81,67,0.641975309,0.827160494,0.172839506
Laney/Ryan,7/17/2018,4/4/2019,E,2,188,6,5,1.6302,17,56,15,12,,83,71,0.674698795,0.855421687,0.144578313
Laney/Ryan,7/17/2018,4/11/2019,E,1,125,6,1,1.9167,16,44,40,8,,92,84,0.47826087,0.913043478,0.086956522
Laney/Ryan,7/17/2018,4/11/2019,E,1,125,6,2,1.6466,16,42,28,9,,79,70,0.53164557,0.886075949,0.113924051
Laney/Ryan,7/17/2018,4/11/2019,E,1,125,6,3,2.5618,20,39,26,22,,87,65,0.448275862,0.747126437,0.252873563
Laney/Ryan,7/17/2018,4/11/2019,E,1,125,6,4,2.7859,23,49,25,11,,85,74,0.576470588,0.870588235,0.129411765
Laney/Ryan,7/17/2018,4/11/2019,E,1,125,6,5,2.4385,19,46,15,11,,72,61,0.638888889,0.847222222,0.152777778
Laney/Ryan,7/17/2018,4/11/2019,E,2,333,12,1,1.7114,18,67,31,16,,114,98,0.587719298,0.859649123,0.140350877
Laney/Ryan,7/17/2018,4/11/2019,E,2,333,12,2,1.6384,19,55,21,17,,93,76,0.591397849,0.817204301,0.182795699
Laney/Ryan,7/17/2018,4/11/2019,E,2,333,12,3,1.6346,18,52,38,21,,111,90,0.468468468,0.810810811,0.189189189
Laney/Ryan,7/17/2018,4/11/2019,E,2,333,12,4,1.7664,17,64,23,18,,105,87,0.60952381,0.828571429,0.171428571
Laney/Ryan,7/17/2018,4/11/2019,E,2,333,12,5,1.735,18,67,30,19,,116,97,0.577586207,0.836206897,0.163793103
Meg,7/17/2018,4/11/2019,E,1,348,8,1,1.4578,21,46,15,20,,81,61,0.567901235,0.75308642,0.24691358
Meg,7/17/2018,4/11/2019,E,1,348,8,2,1.0568,22,41,28,14,,83,69,0.493975904,0.831325301,0.168674699
Meg,7/17/2018,4/11/2019,E,1,348,8,3,1.1963,18,30,43,19,,92,73,0.326086957,0.793478261,0.206521739
Meg,7/17/2018,4/11/2019,E,1,348,8,4,1.2694,15,40,27,21,174ish,88,67,0.454545455,0.761363636,0.238636364
Meg,7/17/2018,4/11/2019,E,1,348,8,5,1.5385,17,36,27,16,,79,63,0.455696203,0.797468354,0.202531646
Meg/Erin,7/17/2018,4/16/2019,E,2,121,9,1,2.1407,18,36,43,11,,90,79,0.4,0.877777778,0.122222222
Meg/Erin,7/17/2018,4/16/2019,E,2,121,9,2,2.4535,21,42,34,6,,82,76,0.512195122,0.926829268,0.073170732
Meg/Erin,7/17/2018,4/16/2019,E,2,121,9,3,1.7494,17,33,56,9,,98,89,0.336734694,0.908163265,0.091836735
Meg/Erin,7/17/2018,4/16/2019,E,2,121,9,4,1.0377,16,37,44,10,,91,81,0.406593407,0.89010989,0.10989011
Meg/Erin,7/17/2018,4/16/2019,E,2,121,9,5,2.1807,20,51,38,6,,95,89,0.536842105,0.936842105,0.063157895
Meg/Erin,7/17/2018,4/16/2019,E,5,195,4,1,1.8579,12,42,19,10,,71,61,0.591549296,0.85915493,0.14084507
Meg/Erin,7/17/2018,4/16/2019,E,5,195,4,2,0.7481,30,35,20,7,,62,55,0.564516129,0.887096774,0.112903226
Meg/Erin,7/17/2018,4/16/2019,E,5,195,4,3,1.4413,18,44,12,5,,61,56,0.721311475,0.918032787,0.081967213
Meg/Erin,7/17/2018,4/16/2019,E,5,195,4,4,2.8715,14,44,15,5,,64,59,0.6875,0.921875,0.078125
Meg/Erin,7/17/2018,4/16/2019,E,3,304,2,1,2.2991,13,44,39,13,,96,83,0.458333333,0.864583333,0.135416667
Meg/Erin,7/17/2018,4/16/2019,E,3,304,2,2,2.6818,15,30,38,14,,82,68,0.365853659,0.829268293,0.170731707
Ryan,7/17/2019,3/7/2019,E,2,395,3,1,2.1153,13,60,36,13,,109,96,0.550458716,0.880733945,0.119266055
Ryan,7/17/2019,3/7/2019,E,2,395,3,2,1.5556,9,43,21,20,,84,64,0.511904762,0.761904762,0.238095238
Ryan,7/17/2019,3/7/2019,E,2,395,3,3,1.3685,12,30,32,13,,75,62,0.4,0.826666667,0.173333333
Ryan,7/17/2018,3/20/2018,E,1,278,2,1,1.8764,14,15,34,17,,66,49,0.227272727,0.742424242,0.257575758
Ryan,7/17/2018,4/3/2019,E,1,214,3,1,1.8858,16,52,19,17,,88,71,0.590909091,0.806818182,0.193181818
Ryan,7/17/2018,4/3/2019,E,1,214,3,2,1.2998,12,32,47,13,,92,79,0.347826087,0.858695652,0.141304348
Ryan,7/17/2018,4/3/2019,E,1,214,3,3,1.8309,13,53,17,11,,81,70,0.654320988,0.864197531,0.135802469
Ryan,7/17/2019,4/10/2019,E,3,264,10,1,1.7398,19,48,10,16,,74,58,0.648648649,0.783783784,0.216216216
Ryan,7/17/2019,4/10/2019,E,3,264,10,2,1.8682,18,48,10,14,,72,58,0.666666667,0.805555556,0.194444444
Ryan,7/17/2019,4/10/2019,E,3,264,10,3,1.9235,19,31,24,12,,67,55,0.462686567,0.820895522,0.179104478
Ryan,7/17/2019,4/10/2019,E,3,264,10,4,1.5712,15,34,28,12,,74,62,0.459459459,0.837837838,0.162162162
Ryan,7/17/2019,4/10/2019,E,3,264,10,5,1.8463,21,34,29,8,,71,63,0.478873239,0.887323944,0.112676056
